,pair,max,min,mean,vol,fd,correlation_with_BTC/USD,correlation_with_EUR/USD,Forecastability
2024-04-29 19:49:21.153152,USD/CAD,1.36685,1.36647,1.3666202631578948,0.0002780582216172811,15.439823333322208,0.8471267456111599,-0.9000787506538949,NON-FORECASTABLE
2024-04-29 19:55:21.153152,USD/CAD,1.3667500000000001,1.36652,1.3666076415094337,0.0001682999516570366,25.080765470304893,0.8429163608799802,-0.9099313571798388,NON-FORECASTABLE
2024-04-29 20:01:21.153152,USD/CAD,1.36695,1.3665500000000002,1.366742857142857,0.0002926666109206133,13.576949829770244,0.8101179730844916,-0.9404439407156228,NON-FORECASTABLE
2024-04-29 20:07:21.153152,USD/CAD,1.36735,1.36685,1.3670987719298244,0.00036573802147035566,7.735764571421675,0.6283848409649201,-0.9686543217762432,NON-FORECASTABLE
2024-04-29 20:13:21.153152,USD/CAD,1.3672499999999999,1.36695,1.3670541228070177,0.0002194499800664402,9.770199223392865,0.43787542534657403,-0.9732585592848292,NON-FORECASTABLE
2024-04-29 20:19:21.153152,USD/CAD,1.367105,1.3667500000000001,1.3669512727272726,0.00025970201504813337,12.040345231873411,0.21204233375270473,-0.9718483370626344,NON-FORECASTABLE
2024-04-29 20:25:21.153152,USD/CAD,1.36695,1.3665500000000002,1.3667309183673468,0.0002926691674450324,4.447404845075005,0.04903532160418576,-0.9537253297297594,NON-FORECASTABLE
2024-04-29 20:31:21.153152,USD/CAD,1.3667500000000001,1.366285,1.366430740740741,0.00034030264845189565,7.245143470482442,-0.1992060785695063,-0.9222909433049772,NON-FORECASTABLE
2024-04-29 20:37:21.153152,USD/CAD,1.36665,1.3663500000000002,1.3664926923076923,0.00021954014221116236,11.401615643177445,-0.5561965574184047,-0.9129007051637184,NON-FORECASTABLE
2024-04-29 20:43:21.153152,USD/CAD,1.3667500000000001,1.366425,1.3665544444444448,0.00023782440671967175,10.483451629196233,-0.6394206794027062,-0.902392885969835,NON-FORECASTABLE
2024-04-29 20:49:21.153152,USD/CAD,1.36695,1.36645,1.366695636363636,0.00036584590357697773,7.434056177773956,-0.514355752679536,-0.9033969420342441,NON-FORECASTABLE
2024-04-29 20:55:21.153152,USD/CAD,1.3670499999999999,1.366695,1.3668112962962964,0.0002597286113758651,6.621736604355705,-0.27194731342926004,-0.9000825491636322,NON-FORECASTABLE
2024-04-29 21:01:21.153152,USD/CAD,1.3670499999999999,1.3667500000000001,1.3668664705882352,0.0002194801075708873,13.834953778487925,-0.08153520664159955,-0.8976821417231083,NON-FORECASTABLE
2024-04-29 21:07:21.153152,USD/CAD,1.366855,1.3665500000000002,1.3666443999999998,0.00022317436781636667,10.397148235307004,-0.093306015639751,-0.8970243873073709,NON-FORECASTABLE
2024-04-29 21:13:21.153152,USD/CAD,1.36685,1.366585,1.3666886458333334,0.0001938993206740054,12.782965250857002,-0.09392783585078521,-0.8932729754598803,NON-FORECASTABLE
2024-04-29 21:19:21.153152,USD/CAD,1.36695,1.366515,1.3666287777777777,0.00031830150738338905,11.547644684799925,-0.09864589875059758,-0.8893473482890164,NON-FORECASTABLE
2024-04-29 21:25:21.153152,USD/CAD,1.366575,1.366335,1.3664858536585365,0.00017563299272909286,8.482523448274865,-0.1491160464835364,-0.8775313914126118,NON-FORECASTABLE
2024-04-29 21:31:21.153152,USD/CAD,1.36676,1.366325,1.3665298809523811,0.000318324543109732,11.308848444077414,-0.1735858669651054,-0.8722879512112723,NON-FORECASTABLE
2024-04-29 21:37:21.153152,USD/CAD,1.36695,1.366595,1.3667459090909089,0.00025974103718827554,6.4244823932041895,-0.19721939322884235,-0.8548654889141403,NON-FORECASTABLE
2024-04-29 21:43:21.153152,USD/CAD,1.36695,1.3665500000000002,1.3667119565217392,0.00029267322795503286,8.604724244557461,-0.23241756122521598,-0.7819863850249339,NON-FORECASTABLE
2024-04-29 21:49:21.153152,USD/CAD,1.36685,1.366435,1.3666264444444443,0.0003036674737905693,9.319987558930688,-0.2575257284194595,-0.6631117553094499,NON-FORECASTABLE
