,pair,max,min,mean,vol,fd,correlation_with_BTC/USD,correlation_with_EUR/USD
2024-04-29 17:49:21.153152,GBP/CHF,1.1441,1.1435,1.1436709322033896,0.0005246264315243001,0.0,,
2024-04-29 17:55:21.153152,GBP/CHF,1.1441,1.14346,1.1436289166666667,0.0005596220860393954,6.790546159959489,,
2024-04-29 18:01:21.153152,GBP/CHF,1.14413,1.1434,1.1436394067796611,0.0006383130868633706,7.960362236728665,,
2024-04-29 18:07:21.153152,GBP/CHF,1.1440000000000001,1.1436,1.1438014406779662,0.0003497110475425575,3.658079472370731,,
2024-04-29 18:13:21.153152,GBP/CHF,1.1440000000000001,1.143745,1.143846186440678,0.0002229320716569448,6.414259059482614,,
2024-04-29 18:19:21.153152,GBP/CHF,1.1442,1.1439,1.14402475,0.00026223208894754154,13.038351301636862,,
2024-04-29 18:25:21.153152,GBP/CHF,1.1442,1.1439,1.1440341666666667,0.00026222993048738116,10.931792055542276,,
2024-04-29 18:31:21.153152,GBP/CHF,1.1442,1.143955,1.1440945,0.00021414314988844952,11.331386031761012,,
2024-04-29 18:37:21.153152,GBP/CHF,1.1442,1.143955,1.1440691964285714,0.00021414788612862283,10.788129729274576,,
2024-04-29 18:43:21.153152,GBP/CHF,1.1442,1.1439,1.1440125892857143,0.0002622348764426619,12.763765184629737,,
2024-04-29 18:49:21.153152,GBP/CHF,1.1442,1.1439650000000001,1.144061875,0.0002054084705864228,9.768731613470218,,
2024-04-29 18:55:21.153152,GBP/CHF,1.14424,1.1440000000000001,1.1441670175438599,0.0002097595860742384,15.254158333360714,,
2024-04-29 19:01:21.153152,GBP/CHF,1.14425,1.1441,1.144188660714286,0.00013109726144852157,14.429217387930073,,
2024-04-29 19:07:21.153152,GBP/CHF,1.1444,1.144075,1.1441980357142858,0.00028404173915334835,19.94995613550574,,
2024-04-29 19:13:21.153152,GBP/CHF,1.1443349999999999,1.14413,1.1442156481481482,0.00017916203150303896,7.453387579732887,,
2024-04-29 19:19:21.153152,GBP/CHF,1.1442999999999999,1.1439300000000001,1.1441219444444444,0.0003233921015118906,11.012227068548915,,
2024-04-29 19:25:21.153152,GBP/CHF,1.1441,1.1439,1.1440185454545455,0.00017482234076940883,10.420786358859523,,
2024-04-29 19:31:21.153152,GBP/CHF,1.1442,1.14388,1.1440592727272727,0.00027970578765317293,16.588268909078838,,
2024-04-29 19:37:21.153152,GBP/CHF,1.1442,1.1439,1.144030727272727,0.00026223071885085093,8.866459363631108,,
2024-04-29 19:43:21.153152,GBP/CHF,1.1442,1.1440000000000001,1.1440743636363635,0.00017481381137174633,9.762395539378304,,
2024-04-29 19:49:21.153152,GBP/CHF,1.144135,1.1439,1.1440316666666668,0.00020541389442890002,18.49992588008934,0.8218459210832241,-0.8761216985091702
2024-04-29 19:55:21.153152,GBP/CHF,1.1440000000000001,1.1438,1.1439082075471698,0.00017483920360100475,16.89272290780329,0.764085754244894,-0.79451334561332
2024-04-29 20:01:21.153152,GBP/CHF,1.1440000000000001,1.143795,1.14389875,0.0001792116653683141,14.229102093853053,0.6766161746934679,-0.5791695337028467
2024-04-29 20:07:21.153152,GBP/CHF,1.1440000000000001,1.143735,1.1438747368421054,0.00023166872338816326,15.750322411386296,0.5388887243492759,-0.10420242419769146
2024-04-29 20:13:21.153152,GBP/CHF,1.1441,1.143815,1.143894649122807,0.0002491488182223951,9.784085799409564,0.4029443701982485,0.24562302839038763
2024-04-29 20:19:21.153152,GBP/CHF,1.1440000000000001,1.143745,1.1438522727272726,0.0002229308854648887,11.647499695236977,0.24078518601936033,0.5927199295729976
2024-04-29 20:25:21.153152,GBP/CHF,1.1439249999999999,1.143705,1.1437910204081634,0.00019234282843152558,7.911135148264896,0.2340063758357207,0.6959512045496254
2024-04-29 20:31:21.153152,GBP/CHF,1.143915,1.143785,1.1438325,0.00011365300426414136,14.237398715589483,0.2374697369943817,0.6999714204984668
2024-04-29 20:37:21.153152,GBP/CHF,1.14397,1.1437,1.1438897169811324,0.00023603674024848842,23.984635897438356,0.38605843296383585,0.6769384782338492
2024-04-29 20:43:21.153152,GBP/CHF,1.1441050000000001,1.1438,1.14392820754717,0.0002666251238390282,8.667725359999192,0.35164629815504955,0.6742249624619416
2024-04-29 20:49:21.153152,GBP/CHF,1.1442350000000001,1.143835,1.1440295454545455,0.00034964131965774546,7.651191945550924,0.32384469760302065,0.6811694174091388
2024-04-29 20:55:21.153152,GBP/CHF,1.144255,1.143785,1.1440552777777777,0.0004108193101585985,6.474720406189505,0.3223689149577843,0.6701947007241276
2024-04-29 21:01:21.153152,GBP/CHF,1.1440000000000001,1.1434549999999999,1.1438143137254901,0.00047647593972236044,3.37655978918545,0.13090262351729448,0.6388280470561578
2024-04-29 21:07:21.153152,GBP/CHF,1.1439,1.143465,1.1437237999999998,0.00038033658126198234,2.991310237306862,-0.017191430151159565,0.5411046975833111
2024-04-29 21:13:21.153152,GBP/CHF,1.143905,1.143715,1.1438059375,0.00016611209451770524,4.704973889891214,-0.08117606647571539,0.5194316712621406
2024-04-29 21:19:21.153152,GBP/CHF,1.14397,1.143785,1.1438777777777778,0.00016173056561976488,17.11641317569122,-0.1333858988044849,0.5198398330893557
2024-04-29 21:25:21.153152,GBP/CHF,1.1440000000000001,1.143745,1.1438260975609758,0.00022293598698601346,7.565232997705081,-0.16518798780608926,0.4767069374529432
2024-04-29 21:31:21.153152,GBP/CHF,1.143985,1.1438,1.1439153571428573,0.00016172525252408,9.795564248314793,-0.16235908580582373,0.45042412114782393
2024-04-29 21:37:21.153152,GBP/CHF,1.1440350000000001,1.143805,1.1439070454545452,0.00020106528840267894,17.904762111801983,-0.14420410801580966,0.36902953893039914
2024-04-29 21:43:21.153152,GBP/CHF,1.1440000000000001,1.1436,1.1437547826086956,0.0003497253135745156,9.897282697623954,-0.12632821280933168,0.3650136445753677
2024-04-29 21:49:21.153152,GBP/CHF,1.1439,1.1436,1.1437732222222223,0.0002622897565455334,5.146896521733031,-0.07432610924035858,0.336505186270243
2024-04-29 21:55:21.153152,GBP/CHF,1.143975,1.143755,1.1438606818181816,0.00019233111470375402,8.803587831649894,0.00044222569276746305,0.2296642173175216
2024-04-29 22:01:21.153152,GBP/CHF,1.1439949999999999,1.143635,1.1437743023255813,0.0003147474106280804,7.105801205241122,0.09139889098826293,0.3044314373540003
2024-04-29 22:07:21.153152,GBP/CHF,1.143815,1.1435849999999999,1.143731976744186,0.00020109606505442463,5.387342728345696,0.27531104811176427,0.41231169778459387
2024-04-29 22:13:21.153152,GBP/CHF,1.1438,1.1436,1.143719318181818,0.00017486807892509848,8.85149095044763,0.38671011136930294,0.5080469251432542
2024-04-29 22:19:21.153152,GBP/CHF,1.143855,1.143615,1.1437311627906976,0.00020983952156590656,10.484093750011914,0.4782703442554878,0.5689381879960494
2024-04-29 22:25:21.153152,GBP/CHF,1.1437,1.143555,1.1436087209302324,0.0001267916179249613,9.662556375303923,0.5472035175227815,0.6434388000473
2024-04-29 22:31:21.153152,GBP/CHF,1.1438,1.143605,1.1436666279069767,0.00017050423195159113,18.362453025718146,0.5799840771232043,0.6912205617746463
2024-04-29 22:37:21.153152,GBP/CHF,1.143985,1.143685,1.143851477272727,0.0002622718123468737,5.630358783546399,0.5606278503376776,0.6379424258844733
2024-04-29 22:43:21.153152,GBP/CHF,1.143915,1.14374,1.1438377906976744,0.00015299372115804675,9.194387112561206,0.559520901805134,0.5894167261699298
2024-04-29 22:49:21.153152,GBP/CHF,1.14384,1.1436600000000001,1.1437520930232556,0.000157376761186121,11.547314839436263,0.5746588892156912,0.5730021318738666
2024-04-29 22:55:21.153152,GBP/CHF,1.1441949999999999,1.143985,1.1440944047619048,0.0001835512866121604,15.976219712095203,0.4105939722631729,0.32617031248937506
